Index,Natural Language,Ground Truth,Model,Model Output,Match Status,NL Length,GT Nesting Depth,GT Operators,Model Nesting Depth,Model Operators,Operator Overlap,Missing in Model,Extra in Model
2,x1 is true sometime after 4 or more transitions,X(X(X(X(F(x1))))),gemini-1.5-pro_zero_shot,F(X(X(X(X(x1))))),WRONG,9,5,"F, X",5,"F, X","F, X",,
2,x1 is true sometime after 4 or more transitions,X(X(X(X(F(x1))))),gemini-1.5-pro_zero_shot_self_refine,F(X(X(X(X(x1))))),WRONG,9,5,"F, X",5,"F, X","F, X",,
2,x1 is true sometime after 4 or more transitions,X(X(X(X(F(x1))))),gemini-2.5-flash_few_shot,F(X(X(X(X(x1))))),WRONG,9,5,"F, X",5,"F, X","F, X",,
2,x1 is true sometime after 4 or more transitions,X(X(X(X(F(x1))))),gemini-2.5-flash_zero_shot,F(X(X(X(X(x1))))),WRONG,9,5,"F, X",5,"F, X","F, X",,
2,x1 is true sometime after 4 or more transitions,X(X(X(X(F(x1))))),gemini-2.5-flash_zero_shot_self_refine,F(X(X(X(X(x1))))),WRONG,9,5,"F, X",5,"F, X","F, X",,
3,at some point x1 is true and x2 is false thereafter,F(x1&G(X(!x2))),claude-3.5-sonnet_few_shot,F((x1 & G(!(x2)))),WRONG,11,3,"&, F, G, X",4,"&, F, G","&, F, G",X,
3,at some point x1 is true and x2 is false thereafter,F(x1&G(X(!x2))),claude-3.5-sonnet_zero_shot,F((x1 & (!(x2) & G(!(x2))))),WRONG,11,3,"&, F, G, X",6,"F, G","F, G","&, X",
3,at some point x1 is true and x2 is false thereafter,F(x1&G(X(!x2))),claude-3.5-sonnet_zero_shot_self_refine,F((x1 & G(!(x2)))),WRONG,11,3,"&, F, G, X",4,"&, F, G","&, F, G",X,
3,at some point x1 is true and x2 is false thereafter,F(x1&G(X(!x2))),gemini-1.5-flash_few_shot,F((x1 & G((x1 -> !(x2))))),WRONG,11,3,"&, F, G, X",5,"&, F, G","&, F, G",X,
3,at some point x1 is true and x2 is false thereafter,F(x1&G(X(!x2))),gemini-1.5-flash_zero_shot,F((x1 & G((x1 -> !(x2))))),WRONG,11,3,"&, F, G, X",5,"&, F, G","&, F, G",X,
3,at some point x1 is true and x2 is false thereafter,F(x1&G(X(!x2))),gemini-1.5-flash_zero_shot_self_refine,F((x1 & G((x1 -> !(x2))))),WRONG,11,3,"&, F, G, X",5,"&, F, G","&, F, G",X,
3,at some point x1 is true and x2 is false thereafter,F(x1&G(X(!x2))),gemini-1.5-pro_few_shot,F((x1 & X(G(!(x2))))),WRONG,11,3,"&, F, G, X",5,"&, F, G, X","&, F, G, X",,
3,at some point x1 is true and x2 is false thereafter,F(x1&G(X(!x2))),gemini-1.5-pro_zero_shot,F((x1 & X(G(!(x2))))),WRONG,11,3,"&, F, G, X",5,"&, F, G, X","&, F, G, X",,
3,at some point x1 is true and x2 is false thereafter,F(x1&G(X(!x2))),gemini-1.5-pro_zero_shot_self_refine,F((x1 & G(!(x2)))),WRONG,11,3,"&, F, G, X",4,"&, F, G","&, F, G",X,
3,at some point x1 is true and x2 is false thereafter,F(x1&G(X(!x2))),gemini-2.5-flash_few_shot,F((x1 & G(!(x2)))),WRONG,11,3,"&, F, G, X",4,"&, F, G","&, F, G",X,
3,at some point x1 is true and x2 is false thereafter,F(x1&G(X(!x2))),gemini-2.5-flash_zero_shot,F((x1 & G(!(x2)))),WRONG,11,3,"&, F, G, X",4,"&, F, G","&, F, G",X,
3,at some point x1 is true and x2 is false thereafter,F(x1&G(X(!x2))),gemini-2.5-flash_zero_shot_self_refine,F((x1 & G(!(x2)))),WRONG,11,3,"&, F, G, X",4,"&, F, G","&, F, G",X,
4,"whenever x1 is true, x1 must be false in the future until x2 holds (and x2 will hold at some point in the future)",G(x1->X(!x1Ux2)),claude-3.5-sonnet_few_shot,G(((x1 -> (!(x1) U x2)) & F(x2))),WRONG,24,2,"->, G, X",6,"F, G",G,"->, X",F
4,"whenever x1 is true, x1 must be false in the future until x2 holds (and x2 will hold at some point in the future)",G(x1->X(!x1Ux2)),claude-3.5-sonnet_zero_shot,G((x1 -> ((!(x1) U x2) & F(x2)))),WRONG,24,2,"->, G, X",6,"F, G",G,"->, X",F
4,"whenever x1 is true, x1 must be false in the future until x2 holds (and x2 will hold at some point in the future)",G(x1->X(!x1Ux2)),claude-3.5-sonnet_zero_shot_self_refine,G((x1 -> ((!(x1) U x2) & F(x2)))),WRONG,24,2,"->, G, X",6,"F, G",G,"->, X",F
4,"whenever x1 is true, x1 must be false in the future until x2 holds (and x2 will hold at some point in the future)",G(x1->X(!x1Ux2)),gemini-1.5-flash_few_shot,G((x1 -> (!(x1) U x2))),WRONG,24,2,"->, G, X",4,G,G,"->, X",
4,"whenever x1 is true, x1 must be false in the future until x2 holds (and x2 will hold at some point in the future)",G(x1->X(!x1Ux2)),gemini-1.5-flash_zero_shot,G((x1 -> (!(x1) U x2))),WRONG,24,2,"->, G, X",4,G,G,"->, X",
4,"whenever x1 is true, x1 must be false in the future until x2 holds (and x2 will hold at some point in the future)",G(x1->X(!x1Ux2)),gemini-1.5-flash_zero_shot_self_refine,G((x1 -> (!(x1) U x2))),WRONG,24,2,"->, G, X",4,G,G,"->, X",
4,"whenever x1 is true, x1 must be false in the future until x2 holds (and x2 will hold at some point in the future)",G(x1->X(!x1Ux2)),gemini-1.5-pro_few_shot,G((x1 -> (!(x1) U x2))),WRONG,24,2,"->, G, X",4,G,G,"->, X",
4,"whenever x1 is true, x1 must be false in the future until x2 holds (and x2 will hold at some point in the future)",G(x1->X(!x1Ux2)),gemini-1.5-pro_zero_shot,G((x1 -> (!(x1) U x2))),WRONG,24,2,"->, G, X",4,G,G,"->, X",
4,"whenever x1 is true, x1 must be false in the future until x2 holds (and x2 will hold at some point in the future)",G(x1->X(!x1Ux2)),gemini-1.5-pro_zero_shot_self_refine,G((x1 -> (!(x1) U x2))),WRONG,24,2,"->, G, X",4,G,G,"->, X",
4,"whenever x1 is true, x1 must be false in the future until x2 holds (and x2 will hold at some point in the future)",G(x1->X(!x1Ux2)),gemini-2.5-flash_few_shot,G((x1 -> ((!(x1) U x2) & F(x2)))),WRONG,24,2,"->, G, X",6,"F, G",G,"->, X",F
4,"whenever x1 is true, x1 must be false in the future until x2 holds (and x2 will hold at some point in the future)",G(x1->X(!x1Ux2)),gemini-2.5-flash_zero_shot,G((x1 -> (!(x1) U x2))),WRONG,24,2,"->, G, X",4,G,G,"->, X",
4,"whenever x1 is true, x1 must be false in the future until x2 holds (and x2 will hold at some point in the future)",G(x1->X(!x1Ux2)),gemini-2.5-flash_zero_shot_self_refine,G((x1 -> (!(x1) U x2))),WRONG,24,2,"->, G, X",4,G,G,"->, X",
5,x1 is true at some point and x2 is always false,F(x1)&G(!x2),claude-3.5-sonnet_few_shot,(F(x1) & G(!(x2))),WRONG,11,2,"F, G",4,"F, G","F, G",,
5,x1 is true at some point and x2 is always false,F(x1)&G(!x2),claude-3.5-sonnet_zero_shot,(F(x1) & G(!(x2))),WRONG,11,2,"F, G",4,"F, G","F, G",,
5,x1 is true at some point and x2 is always false,F(x1)&G(!x2),claude-3.5-sonnet_zero_shot_self_refine,(F(x1) & G(!(x2))),WRONG,11,2,"F, G",4,"F, G","F, G",,
5,x1 is true at some point and x2 is always false,F(x1)&G(!x2),gemini-1.5-flash_few_shot,(F(x1) & G(!(x2))),WRONG,11,2,"F, G",4,"F, G","F, G",,
5,x1 is true at some point and x2 is always false,F(x1)&G(!x2),gemini-1.5-flash_zero_shot,(F(x1) & G(!(x2))),WRONG,11,2,"F, G",4,"F, G","F, G",,
5,x1 is true at some point and x2 is always false,F(x1)&G(!x2),gemini-1.5-flash_zero_shot_self_refine,(F(x1) & G(!(x2))),WRONG,11,2,"F, G",4,"F, G","F, G",,
5,x1 is true at some point and x2 is always false,F(x1)&G(!x2),gemini-1.5-pro_few_shot,(F(x1) & G(!(x2))),WRONG,11,2,"F, G",4,"F, G","F, G",,
5,x1 is true at some point and x2 is always false,F(x1)&G(!x2),gemini-1.5-pro_zero_shot,(F(x1) & G(!(x2))),WRONG,11,2,"F, G",4,"F, G","F, G",,
5,x1 is true at some point and x2 is always false,F(x1)&G(!x2),gemini-1.5-pro_zero_shot_self_refine,(F(x1) & G(!(x2))),WRONG,11,2,"F, G",4,"F, G","F, G",,
5,x1 is true at some point and x2 is always false,F(x1)&G(!x2),gemini-2.5-flash_few_shot,(F(x1) & G(!(x2))),WRONG,11,2,"F, G",4,"F, G","F, G",,
5,x1 is true at some point and x2 is always false,F(x1)&G(!x2),gemini-2.5-flash_zero_shot,(F(x1) & G(!(x2))),WRONG,11,2,"F, G",4,"F, G","F, G",,
5,x1 is true at some point and x2 is always false,F(x1)&G(!x2),gemini-2.5-flash_zero_shot_self_refine,(F(x1) & G(!(x2))),WRONG,11,2,"F, G",4,"F, G","F, G",,
6,"if x1 is ever true at some point, x2 must always be true",F(x1)->G(x2),claude-3.5-sonnet_few_shot,(F(x1) -> G(x2)),WRONG,13,2,"F, G",3,"F, G","F, G",,
6,"if x1 is ever true at some point, x2 must always be true",F(x1)->G(x2),claude-3.5-sonnet_zero_shot,(F(x1) -> G(x2)),WRONG,13,2,"F, G",3,"F, G","F, G",,
6,"if x1 is ever true at some point, x2 must always be true",F(x1)->G(x2),claude-3.5-sonnet_zero_shot_self_refine,(F(x1) -> G(x2)),WRONG,13,2,"F, G",3,"F, G","F, G",,
6,"if x1 is ever true at some point, x2 must always be true",F(x1)->G(x2),gemini-1.5-flash_few_shot,(F(x1) -> G(x2)),WRONG,13,2,"F, G",3,"F, G","F, G",,
6,"if x1 is ever true at some point, x2 must always be true",F(x1)->G(x2),gemini-1.5-flash_zero_shot,(F(x1) -> G(x2)),WRONG,13,2,"F, G",3,"F, G","F, G",,
6,"if x1 is ever true at some point, x2 must always be true",F(x1)->G(x2),gemini-1.5-flash_zero_shot_self_refine,(F(x1) -> G(x2)),WRONG,13,2,"F, G",3,"F, G","F, G",,
6,"if x1 is ever true at some point, x2 must always be true",F(x1)->G(x2),gemini-1.5-pro_few_shot,(F(x1) -> G(x2)),WRONG,13,2,"F, G",3,"F, G","F, G",,
6,"if x1 is ever true at some point, x2 must always be true",F(x1)->G(x2),gemini-1.5-pro_zero_shot,(F(x1) -> G(x2)),WRONG,13,2,"F, G",3,"F, G","F, G",,
6,"if x1 is ever true at some point, x2 must always be true",F(x1)->G(x2),gemini-1.5-pro_zero_shot_self_refine,(F(x1) -> G(x2)),WRONG,13,2,"F, G",3,"F, G","F, G",,
6,"if x1 is ever true at some point, x2 must always be true",F(x1)->G(x2),gemini-2.5-flash_few_shot,(F(x1) -> G(x2)),WRONG,13,2,"F, G",3,"F, G","F, G",,
6,"if x1 is ever true at some point, x2 must always be true",F(x1)->G(x2),gemini-2.5-flash_zero_shot,(F(x1) -> G(x2)),WRONG,13,2,"F, G",3,"F, G","F, G",,
6,"if x1 is ever true at some point, x2 must always be true",F(x1)->G(x2),gemini-2.5-flash_zero_shot_self_refine,(F(x1) -> G(x2)),WRONG,13,2,"F, G",3,"F, G","F, G",,
7,"whenever x1 is true, x2 will be true at some point in the future",G(x1->F(x2)),claude-3.5-sonnet_few_shot,G((x1 -> F(x2))),WRONG,14,2,"->, F, G",3,"->, F, G","->, F, G",,
7,"whenever x1 is true, x2 will be true at some point in the future",G(x1->F(x2)),claude-3.5-sonnet_zero_shot,G((x1 -> F(x2))),WRONG,14,2,"->, F, G",3,"->, F, G","->, F, G",,
7,"whenever x1 is true, x2 will be true at some point in the future",G(x1->F(x2)),claude-3.5-sonnet_zero_shot_self_refine,G((x1 -> F(x2))),WRONG,14,2,"->, F, G",3,"->, F, G","->, F, G",,
7,"whenever x1 is true, x2 will be true at some point in the future",G(x1->F(x2)),gemini-1.5-flash_few_shot,G((x1 -> F(x2))),WRONG,14,2,"->, F, G",3,"->, F, G","->, F, G",,
7,"whenever x1 is true, x2 will be true at some point in the future",G(x1->F(x2)),gemini-1.5-flash_zero_shot,G((x1 -> F(x2))),WRONG,14,2,"->, F, G",3,"->, F, G","->, F, G",,
7,"whenever x1 is true, x2 will be true at some point in the future",G(x1->F(x2)),gemini-1.5-flash_zero_shot_self_refine,G((x1 -> F(x2))),WRONG,14,2,"->, F, G",3,"->, F, G","->, F, G",,
7,"whenever x1 is true, x2 will be true at some point in the future",G(x1->F(x2)),gemini-1.5-pro_few_shot,G((x1 -> F(x2))),WRONG,14,2,"->, F, G",3,"->, F, G","->, F, G",,
7,"whenever x1 is true, x2 will be true at some point in the future",G(x1->F(x2)),gemini-1.5-pro_zero_shot,G((x1 -> F(x2))),WRONG,14,2,"->, F, G",3,"->, F, G","->, F, G",,
7,"whenever x1 is true, x2 will be true at some point in the future",G(x1->F(x2)),gemini-1.5-pro_zero_shot_self_refine,G((x1 -> F(x2))),WRONG,14,2,"->, F, G",3,"->, F, G","->, F, G",,
7,"whenever x1 is true, x2 will be true at some point in the future",G(x1->F(x2)),gemini-2.5-flash_few_shot,G((x1 -> F(x2))),WRONG,14,2,"->, F, G",3,"->, F, G","->, F, G",,
7,"whenever x1 is true, x2 will be true at some point in the future",G(x1->F(x2)),gemini-2.5-flash_zero_shot,G((x1 -> F(x2))),WRONG,14,2,"->, F, G",3,"->, F, G","->, F, G",,
7,"whenever x1 is true, x2 will be true at some point in the future",G(x1->F(x2)),gemini-2.5-flash_zero_shot_self_refine,G((x1 -> F(x2))),WRONG,14,2,"->, F, G",3,"->, F, G","->, F, G",,
8,"Whenever x1 holds, it cannot hold again until x2 does",G(x1->X(!x1Ux2)),claude-3.5-sonnet_few_shot,G((x1 -> (!(x1) U x2))),WRONG,10,2,"->, G, X",4,G,G,"->, X",
8,"Whenever x1 holds, it cannot hold again until x2 does",G(x1->X(!x1Ux2)),claude-3.5-sonnet_zero_shot,G((x1 -> !((!(x2) U (x1 & !(x2)))))),WRONG,10,2,"->, G, X",7,"G, U",G,"->, X",U
8,"Whenever x1 holds, it cannot hold again until x2 does",G(x1->X(!x1Ux2)),claude-3.5-sonnet_zero_shot_self_refine,G((x1 -> (!(x1) U x2))),WRONG,10,2,"->, G, X",4,G,G,"->, X",
8,"Whenever x1 holds, it cannot hold again until x2 does",G(x1->X(!x1Ux2)),gemini-1.5-flash_few_shot,G((x1 -> (!(x1) U x2))),WRONG,10,2,"->, G, X",4,G,G,"->, X",
8,"Whenever x1 holds, it cannot hold again until x2 does",G(x1->X(!x1Ux2)),gemini-1.5-flash_zero_shot,G((x1 -> (!(x1) U x2))),WRONG,10,2,"->, G, X",4,G,G,"->, X",
8,"Whenever x1 holds, it cannot hold again until x2 does",G(x1->X(!x1Ux2)),gemini-1.5-flash_zero_shot_self_refine,G((x1 -> (!(x1) U x2))),WRONG,10,2,"->, G, X",4,G,G,"->, X",
8,"Whenever x1 holds, it cannot hold again until x2 does",G(x1->X(!x1Ux2)),gemini-1.5-pro_few_shot,Error: Could not extract formula from response,ERROR,10,2,"->, G, X",0,,,"->, G, X",
8,"Whenever x1 holds, it cannot hold again until x2 does",G(x1->X(!x1Ux2)),gemini-1.5-pro_zero_shot,Error: Could not extract formula from response,ERROR,10,2,"->, G, X",0,,,"->, G, X",
8,"Whenever x1 holds, it cannot hold again until x2 does",G(x1->X(!x1Ux2)),gemini-1.5-pro_zero_shot_self_refine,Error: Could not extract formula from response,ERROR,10,2,"->, G, X",0,,,"->, G, X",
8,"Whenever x1 holds, it cannot hold again until x2 does",G(x1->X(!x1Ux2)),gemini-2.5-flash_few_shot,G((x1 -> !((!(x2) U (x1 & !(x2)))))),WRONG,10,2,"->, G, X",7,"G, U",G,"->, X",U
8,"Whenever x1 holds, it cannot hold again until x2 does",G(x1->X(!x1Ux2)),gemini-2.5-flash_zero_shot,G((x1 -> X((!(x1) U x2)))),WRONG,10,2,"->, G, X",5,"->, G, X","->, G, X",,
8,"Whenever x1 holds, it cannot hold again until x2 does",G(x1->X(!x1Ux2)),gemini-2.5-flash_zero_shot_self_refine,G((x1 -> X((!(x1) U x2)))),WRONG,10,2,"->, G, X",5,"->, G, X","->, G, X",,
9,"If x1, then it is always the case that x2 is true until x3 is false.",x1->G(x2U!x3),claude-3.5-sonnet_few_shot,(x1 -> G((x2 U !(x3)))),WRONG,16,1,"!, ->, G",4,"->, G","->, G",!,
9,"If x1, then it is always the case that x2 is true until x3 is false.",x1->G(x2U!x3),claude-3.5-sonnet_zero_shot,(x1 -> G((x2 U !(x3)))),WRONG,16,1,"!, ->, G",4,"->, G","->, G",!,
9,"If x1, then it is always the case that x2 is true until x3 is false.",x1->G(x2U!x3),claude-3.5-sonnet_zero_shot_self_refine,(x1 -> G((x2 U !(x3)))),WRONG,16,1,"!, ->, G",4,"->, G","->, G",!,
9,"If x1, then it is always the case that x2 is true until x3 is false.",x1->G(x2U!x3),gemini-1.5-flash_few_shot,(x1 -> G((x2 U !(x3)))),WRONG,16,1,"!, ->, G",4,"->, G","->, G",!,
9,"If x1, then it is always the case that x2 is true until x3 is false.",x1->G(x2U!x3),gemini-1.5-flash_zero_shot,(x1 -> G((x2 U !(x3)))),WRONG,16,1,"!, ->, G",4,"->, G","->, G",!,
9,"If x1, then it is always the case that x2 is true until x3 is false.",x1->G(x2U!x3),gemini-1.5-flash_zero_shot_self_refine,(x1 -> G((x2 U !(x3)))),WRONG,16,1,"!, ->, G",4,"->, G","->, G",!,
9,"If x1, then it is always the case that x2 is true until x3 is false.",x1->G(x2U!x3),gemini-1.5-pro_few_shot,(x1 -> (x2 U !(x3))),WRONG,16,1,"!, ->, G",3,,,"!, ->, G",
9,"If x1, then it is always the case that x2 is true until x3 is false.",x1->G(x2U!x3),gemini-1.5-pro_zero_shot,(x1 -> (x2 U !(x3))),WRONG,16,1,"!, ->, G",3,,,"!, ->, G",
9,"If x1, then it is always the case that x2 is true until x3 is false.",x1->G(x2U!x3),gemini-1.5-pro_zero_shot_self_refine,(x1 -> (x2 U !(x3))),WRONG,16,1,"!, ->, G",3,,,"!, ->, G",
9,"If x1, then it is always the case that x2 is true until x3 is false.",x1->G(x2U!x3),gemini-2.5-flash_few_shot,(x1 -> G((x2 U !(x3)))),WRONG,16,1,"!, ->, G",4,"->, G","->, G",!,
9,"If x1, then it is always the case that x2 is true until x3 is false.",x1->G(x2U!x3),gemini-2.5-flash_zero_shot,(x1 -> G((x2 U !(x3)))),WRONG,16,1,"!, ->, G",4,"->, G","->, G",!,
9,"If x1, then it is always the case that x2 is true until x3 is false.",x1->G(x2U!x3),gemini-2.5-flash_zero_shot_self_refine,(x1 -> G((x2 U !(x3)))),WRONG,16,1,"!, ->, G",4,"->, G","->, G",!,
10,"Every time x1 is true, eventually x2 is true or the next x3 is false",G(x1->(F(x2)|X(!x3))),claude-3.5-sonnet_few_shot,G((x1 -> (F(x2) | X(!(x3))))),WRONG,15,4,"F, G, X",6,"F, G, X","F, G, X",,
10,"Every time x1 is true, eventually x2 is true or the next x3 is false",G(x1->(F(x2)|X(!x3))),claude-3.5-sonnet_zero_shot,G((x1 -> (F(x2) | X(!(x3))))),WRONG,15,4,"F, G, X",6,"F, G, X","F, G, X",,
10,"Every time x1 is true, eventually x2 is true or the next x3 is false",G(x1->(F(x2)|X(!x3))),claude-3.5-sonnet_zero_shot_self_refine,G((x1 -> (F(x2) | X(!(x3))))),WRONG,15,4,"F, G, X",6,"F, G, X","F, G, X",,
10,"Every time x1 is true, eventually x2 is true or the next x3 is false",G(x1->(F(x2)|X(!x3))),gemini-1.5-flash_few_shot,G((x1 -> F((x2 | !(x3))))),WRONG,15,4,"F, G, X",5,"->, F, G","F, G",X,->
10,"Every time x1 is true, eventually x2 is true or the next x3 is false",G(x1->(F(x2)|X(!x3))),gemini-1.5-flash_zero_shot,G((x1 -> F((x2 | !(x3))))),WRONG,15,4,"F, G, X",5,"->, F, G","F, G",X,->
10,"Every time x1 is true, eventually x2 is true or the next x3 is false",G(x1->(F(x2)|X(!x3))),gemini-1.5-flash_zero_shot_self_refine,G((x1 -> F((x2 | !(x3))))),WRONG,15,4,"F, G, X",5,"->, F, G","F, G",X,->
10,"Every time x1 is true, eventually x2 is true or the next x3 is false",G(x1->(F(x2)|X(!x3))),gemini-1.5-pro_few_shot,G((x1 -> (F(x2) | !(X(x3))))),WRONG,15,4,"F, G, X",6,"F, G, X","F, G, X",,
10,"Every time x1 is true, eventually x2 is true or the next x3 is false",G(x1->(F(x2)|X(!x3))),gemini-1.5-pro_zero_shot,G((x1 -> (F(x2) | !(X(x3))))),WRONG,15,4,"F, G, X",6,"F, G, X","F, G, X",,
10,"Every time x1 is true, eventually x2 is true or the next x3 is false",G(x1->(F(x2)|X(!x3))),gemini-1.5-pro_zero_shot_self_refine,G((x1 -> (F(x2) | !(X(x3))))),WRONG,15,4,"F, G, X",6,"F, G, X","F, G, X",,
