Index,Natural Language,Ground Truth,Model,Model Output,Match Status,NL Length,GT Nesting Depth,GT Operators,Model Nesting Depth,Model Operators,Operator Overlap,Missing in Model,Extra in Model
5,Both traffic lights are infinitely often green,G(F(x1))&G(F(x2)),claude-3.5-sonnet_zero_shot,(G(F(x1)) & G(F(x2))),WRONG,7,4,"F, G",5,"F, G","F, G",,
5,Both traffic lights are infinitely often green,G(F(x1))&G(F(x2)),claude-3.5-sonnet_zero_shot_self_refine,(G(F(x1)) & G(F(x2))),WRONG,7,4,"F, G",5,"F, G","F, G",,
5,Both traffic lights are infinitely often green,G(F(x1))&G(F(x2)),gemini-1.5-flash_few_shot,(F(x1) & F(x2)),WRONG,7,4,"F, G",3,F,F,G,
5,Both traffic lights are infinitely often green,G(F(x1))&G(F(x2)),gemini-1.5-flash_zero_shot,(F(x1) & F(x2)),WRONG,7,4,"F, G",3,F,F,G,
5,Both traffic lights are infinitely often green,G(F(x1))&G(F(x2)),gemini-1.5-flash_zero_shot_self_refine,(F(x1) & F(x2)),WRONG,7,4,"F, G",3,F,F,G,
5,Both traffic lights are infinitely often green,G(F(x1))&G(F(x2)),gemini-1.5-pro_few_shot,(G(F(x1)) & G(F(x2))),WRONG,7,4,"F, G",5,"F, G","F, G",,
5,Both traffic lights are infinitely often green,G(F(x1))&G(F(x2)),gemini-1.5-pro_zero_shot,(G(F(x1)) & G(F(x2))),WRONG,7,4,"F, G",5,"F, G","F, G",,
5,Both traffic lights are infinitely often green,G(F(x1))&G(F(x2)),gemini-1.5-pro_zero_shot_self_refine,(G(F(x1)) & G(F(x2))),WRONG,7,4,"F, G",5,"F, G","F, G",,
5,Both traffic lights are infinitely often green,G(F(x1))&G(F(x2)),gemini-2.5-flash_few_shot,G(F((x1 & x2))),WRONG,7,4,"F, G",3,"&, F, G","F, G",,&
5,Both traffic lights are infinitely often green,G(F(x1))&G(F(x2)),gemini-2.5-flash_zero_shot,G(F((x1 & x2))),WRONG,7,4,"F, G",3,"&, F, G","F, G",,&
5,Both traffic lights are infinitely often green,G(F(x1))&G(F(x2)),gemini-2.5-flash_zero_shot_self_refine,G(F((x1 & x2))),WRONG,7,4,"F, G",3,"&, F, G","F, G",,&
6,"If one light switches from red to green, the other switches from green to red",G((x1&Xx2)->(x3&Xx4)),claude-3.5-sonnet_few_shot,G(((x1 & X(x2)) <-> (x3 & X(x4)))),WRONG,15,3,"&, G",6,"&, G, X","&, G",,X
6,"If one light switches from red to green, the other switches from green to red",G((x1&Xx2)->(x3&Xx4)),claude-3.5-sonnet_zero_shot,G(((x1 & X(x2)) -> (x3 & X(x4)))),WRONG,15,3,"&, G",6,"&, G, X","&, G",,X
6,"If one light switches from red to green, the other switches from green to red",G((x1&Xx2)->(x3&Xx4)),claude-3.5-sonnet_zero_shot_self_refine,G((((x1 & X(x2)) -> (x3 & X(x4))) & ((x3 & X(x4)) -> (x1 & X(x2))))),WRONG,15,3,"&, G",12,"&, G, X","&, G",,X
6,"If one light switches from red to green, the other switches from green to red",G((x1&Xx2)->(x3&Xx4)),gemini-1.5-flash_few_shot,(F((Red1 & X(Green1))) -> F((Green2 & X(Red2)))),WRONG,15,3,"&, G",7,"&, F, X",&,G,"F, X"
6,"If one light switches from red to green, the other switches from green to red",G((x1&Xx2)->(x3&Xx4)),gemini-1.5-flash_zero_shot,(F((Red1 & X(Green1))) -> F((Green2 & X(Red2)))),WRONG,15,3,"&, G",7,"&, F, X",&,G,"F, X"
6,"If one light switches from red to green, the other switches from green to red",G((x1&Xx2)->(x3&Xx4)),gemini-1.5-flash_zero_shot_self_refine,(F((Red1 & X(Green1))) -> F((Green2 & X(Red2)))),WRONG,15,3,"&, G",7,"&, F, X",&,G,"F, X"
6,"If one light switches from red to green, the other switches from green to red",G((x1&Xx2)->(x3&Xx4)),gemini-1.5-pro_few_shot,Error: Could not extract formula from response,ERROR,15,3,"&, G",0,,,"&, G",
6,"If one light switches from red to green, the other switches from green to red",G((x1&Xx2)->(x3&Xx4)),gemini-1.5-pro_zero_shot,Error: Could not extract formula from response,ERROR,15,3,"&, G",0,,,"&, G",
6,"If one light switches from red to green, the other switches from green to red",G((x1&Xx2)->(x3&Xx4)),gemini-1.5-pro_zero_shot_self_refine,Error: Could not extract formula from response,ERROR,15,3,"&, G",0,,,"&, G",
6,"If one light switches from red to green, the other switches from green to red",G((x1&Xx2)->(x3&Xx4)),gemini-2.5-flash_few_shot,G((((x1 & X(x2)) -> (x3 & X(x4))) & ((x4 & X(x3)) -> (x2 & X(x1))))),WRONG,15,3,"&, G",12,"&, G, X","&, G",,X
6,"If one light switches from red to green, the other switches from green to red",G((x1&Xx2)->(x3&Xx4)),gemini-2.5-flash_zero_shot,G((((x1 & X(x2)) -> (x3 & X(x4))) & ((x4 & X(x3)) -> (x2 & X(x1))))),WRONG,15,3,"&, G",12,"&, G, X","&, G",,X
6,"If one light switches from red to green, the other switches from green to red",G((x1&Xx2)->(x3&Xx4)),gemini-2.5-flash_zero_shot_self_refine,G((((x1 & X(x2)) -> (x3 & X(x4))) & ((x4 & X(x3)) -> (x2 & X(x1))))),WRONG,15,3,"&, G",12,"&, G, X","&, G",,X
7,The traffic lights are never both green simultaneously,G(!(x1&x2)),claude-3.5-sonnet_few_shot,G(!((x1 & x2))),WRONG,8,2,"&, G",3,"&, G","&, G",,
7,The traffic lights are never both green simultaneously,G(!(x1&x2)),claude-3.5-sonnet_zero_shot,G(!((Green1 & Green2))),WRONG,8,2,"&, G",3,"&, G","&, G",,
7,The traffic lights are never both green simultaneously,G(!(x1&x2)),claude-3.5-sonnet_zero_shot_self_refine,G(!((Green1 & Green2))),WRONG,8,2,"&, G",3,"&, G","&, G",,
7,The traffic lights are never both green simultaneously,G(!(x1&x2)),gemini-1.5-flash_few_shot,G(!((Green1 & Green2))),WRONG,8,2,"&, G",3,"&, G","&, G",,
7,The traffic lights are never both green simultaneously,G(!(x1&x2)),gemini-1.5-flash_zero_shot,G(!((Green1 & Green2))),WRONG,8,2,"&, G",3,"&, G","&, G",,
7,The traffic lights are never both green simultaneously,G(!(x1&x2)),gemini-1.5-flash_zero_shot_self_refine,G(!((Green1 & Green2))),WRONG,8,2,"&, G",3,"&, G","&, G",,
7,The traffic lights are never both green simultaneously,G(!(x1&x2)),gemini-1.5-pro_few_shot,G(!((x1 & x2))),WRONG,8,2,"&, G",3,"&, G","&, G",,
7,The traffic lights are never both green simultaneously,G(!(x1&x2)),gemini-1.5-pro_zero_shot,G(!((x1 & x2))),WRONG,8,2,"&, G",3,"&, G","&, G",,
7,The traffic lights are never both green simultaneously,G(!(x1&x2)),gemini-1.5-pro_zero_shot_self_refine,G(!((x1 & x2))),WRONG,8,2,"&, G",3,"&, G","&, G",,
7,The traffic lights are never both green simultaneously,G(!(x1&x2)),gemini-2.5-flash_few_shot,G(!((Green1 & Green2))),WRONG,8,2,"&, G",3,"&, G","&, G",,
7,The traffic lights are never both green simultaneously,G(!(x1&x2)),gemini-2.5-flash_zero_shot,G(!((Green1 & Green2))),WRONG,8,2,"&, G",3,"&, G","&, G",,
7,The traffic lights are never both green simultaneously,G(!(x1&x2)),gemini-2.5-flash_zero_shot_self_refine,G(!((x1 & x2))),WRONG,8,2,"&, G",3,"&, G","&, G",,
8,Each process 1 and 2 will enter its critical section infinitely often,G(F(x1)),claude-3.5-sonnet_few_shot,G(F(x1)),EXACT,12,2,"F, G",2,"F, G","F, G",,
8,Each process 1 and 2 will enter its critical section infinitely often,G(F(x1)),claude-3.5-sonnet_zero_shot,(G(F(x1)) & G(F(x2))),WRONG,12,2,"F, G",5,"F, G","F, G",,
8,Each process 1 and 2 will enter its critical section infinitely often,G(F(x1)),claude-3.5-sonnet_zero_shot_self_refine,G(F(x1)),EXACT,12,2,"F, G",2,"F, G","F, G",,
8,Each process 1 and 2 will enter its critical section infinitely often,G(F(x1)),gemini-1.5-flash_few_shot,(G(F(x1)) & G(F(x2))),WRONG,12,2,"F, G",5,"F, G","F, G",,
8,Each process 1 and 2 will enter its critical section infinitely often,G(F(x1)),gemini-1.5-flash_zero_shot,(G(F(x1)) & G(F(x2))),WRONG,12,2,"F, G",5,"F, G","F, G",,
8,Each process 1 and 2 will enter its critical section infinitely often,G(F(x1)),gemini-1.5-flash_zero_shot_self_refine,(G(F(x1)) & G(F(x2))),WRONG,12,2,"F, G",5,"F, G","F, G",,
8,Each process 1 and 2 will enter its critical section infinitely often,G(F(x1)),gemini-1.5-pro_few_shot,(G(F(x1)) & G(F(x1))),WRONG,12,2,"F, G",5,"F, G","F, G",,
8,Each process 1 and 2 will enter its critical section infinitely often,G(F(x1)),gemini-1.5-pro_zero_shot,(G(F(x1)) & G(F(x1))),WRONG,12,2,"F, G",5,"F, G","F, G",,
8,Each process 1 and 2 will enter its critical section infinitely often,G(F(x1)),gemini-1.5-pro_zero_shot_self_refine,(G(F(x1)) & G(F(x1))),WRONG,12,2,"F, G",5,"F, G","F, G",,
8,Each process 1 and 2 will enter its critical section infinitely often,G(F(x1)),gemini-2.5-flash_few_shot,G(F(x1)),EXACT,12,2,"F, G",2,"F, G","F, G",,
8,Each process 1 and 2 will enter its critical section infinitely often,G(F(x1)),gemini-2.5-flash_zero_shot,G(F(x1)),EXACT,12,2,"F, G",2,"F, G","F, G",,
8,Each process 1 and 2 will enter its critical section infinitely often,G(F(x1)),gemini-2.5-flash_zero_shot_self_refine,G(F(x1)),EXACT,12,2,"F, G",2,"F, G","F, G",,
9,The machine provides beer infinitely often after initially providing soda three times in a row,x1&X(x1)&X(X(x1))->G(F(x1)),claude-3.5-sonnet_few_shot,(((!(x1) & X(!(x1))) & X(X(!(x1)))) -> X(X(X(G(F(x1)))))),WRONG,15,5,"&, F, G, X",14,"F, G, X","F, G, X",&,
9,The machine provides beer infinitely often after initially providing soda three times in a row,x1&X(x1)&X(X(x1))->G(F(x1)),claude-3.5-sonnet_zero_shot,((!(x1) & (X(!(x1)) & X(X(!(x1))))) U G(F(x1))),WRONG,15,5,"&, F, G, X",11,"F, X","F, X","&, G",
9,The machine provides beer infinitely often after initially providing soda three times in a row,x1&X(x1)&X(X(x1))->G(F(x1)),claude-3.5-sonnet_zero_shot_self_refine,((!(x1) & X((!(x1) & X(!(x1))))) U (G(F(x1)) & F(x1))),WRONG,15,5,"&, F, G, X",12,"F, G, U, X","F, G, X",&,U
9,The machine provides beer infinitely often after initially providing soda three times in a row,x1&X(x1)&X(X(x1))->G(F(x1)),gemini-1.5-flash_few_shot,(G(F(x1)) & H((x1 & (Y(x1) & Y(Y(x1)))))),WRONG,15,5,"&, F, G, X",9,"F, G, H, Y","F, G","&, X","H, Y"
9,The machine provides beer infinitely often after initially providing soda three times in a row,x1&X(x1)&X(X(x1))->G(F(x1)),gemini-1.5-flash_zero_shot,(F(G((x1 & X(x1)))) & H((x1 & X(x1)))),WRONG,15,5,"&, F, G, X",8,"&, F, G, H, X","&, F, G, X",,H
9,The machine provides beer infinitely often after initially providing soda three times in a row,x1&X(x1)&X(X(x1))->G(F(x1)),gemini-1.5-flash_zero_shot_self_refine,Error: Could not extract formula from response,ERROR,15,5,"&, F, G, X",0,,,"&, F, G, X",
9,The machine provides beer infinitely often after initially providing soda three times in a row,x1&X(x1)&X(X(x1))->G(F(x1)),gemini-1.5-pro_few_shot,((X(X(X(x1))) & (X(x1) & X(X(x1)))) & G(F(x1))),WRONG,15,5,"&, F, G, X",11,"F, G, X","F, G, X",&,
9,The machine provides beer infinitely often after initially providing soda three times in a row,x1&X(x1)&X(X(x1))->G(F(x1)),gemini-1.5-pro_zero_shot,((X(X(X(x1))) & (X(X(x1)) & X(x1))) & G(F(x1))),WRONG,15,5,"&, F, G, X",11,"F, G, X","F, G, X",&,
9,The machine provides beer infinitely often after initially providing soda three times in a row,x1&X(x1)&X(X(x1))->G(F(x1)),gemini-1.5-pro_zero_shot_self_refine,((X((X(X(x1)) & X(x1))) & X(x1)) U G(F(x1))),WRONG,15,5,"&, F, G, X",10,"F, X","F, X","&, G",
9,The machine provides beer infinitely often after initially providing soda three times in a row,x1&X(x1)&X(X(x1))->G(F(x1)),gemini-2.5-flash_few_shot,((!(x1) & (X(!(x1)) & X(X(!(x1))))) -> G(F(x1))),WRONG,15,5,"&, F, G, X",11,"F, G, X","F, G, X",&,
9,The machine provides beer infinitely often after initially providing soda three times in a row,x1&X(x1)&X(X(x1))->G(F(x1)),gemini-2.5-flash_zero_shot,"evalFormula(b, t, i)",WRONG,15,5,"&, F, G, X",1,,,"&, F, G, X",
9,The machine provides beer infinitely often after initially providing soda three times in a row,x1&X(x1)&X(X(x1))->G(F(x1)),gemini-2.5-flash_zero_shot_self_refine,((!(x1) & (X(!(x1)) & X(X(!(x1))))) -> G(F(x1))),WRONG,15,5,"&, F, G, X",11,"F, G, X","F, G, X",&,
10,A should occur exactly once,F(x1&G(X(!x1))),claude-3.5-sonnet_few_shot,(F(x1) & G((x1 -> G(!(x1))))),WRONG,5,3,"&, F, G, X",6,"->, F, G","F, G","&, X",->
10,A should occur exactly once,F(x1&G(X(!x1))),claude-3.5-sonnet_zero_shot,(F(x1) & G((x1 -> G(!(x1))))),WRONG,5,3,"&, F, G, X",6,"->, F, G","F, G","&, X",->
10,A should occur exactly once,F(x1&G(X(!x1))),claude-3.5-sonnet_zero_shot_self_refine,(F(x1) & G((x1 -> G(!(x1))))),WRONG,5,3,"&, F, G, X",6,"->, F, G","F, G","&, X",->
10,A should occur exactly once,F(x1&G(X(!x1))),gemini-1.5-flash_few_shot,(O(x1) & !(F((x1 & X(x1))))),WRONG,5,3,"&, F, G, X",6,"&, F, O, X","&, F, X",G,O
10,A should occur exactly once,F(x1&G(X(!x1))),gemini-1.5-flash_zero_shot,(O(x1) & !(F((x1 & X(x1))))),WRONG,5,3,"&, F, G, X",6,"&, F, O, X","&, F, X",G,O
10,A should occur exactly once,F(x1&G(X(!x1))),gemini-1.5-flash_zero_shot_self_refine,(O(x1) & !(F((x1 & X(x1))))),WRONG,5,3,"&, F, G, X",6,"&, F, O, X","&, F, X",G,O
10,A should occur exactly once,F(x1&G(X(!x1))),gemini-1.5-pro_few_shot,Error: Could not extract formula from response,ERROR,5,3,"&, F, G, X",0,,,"&, F, G, X",
10,A should occur exactly once,F(x1&G(X(!x1))),gemini-1.5-pro_zero_shot,Error: Could not extract formula from response,ERROR,5,3,"&, F, G, X",0,,,"&, F, G, X",
10,A should occur exactly once,F(x1&G(X(!x1))),gemini-1.5-pro_zero_shot_self_refine,Error: Could not extract formula from response,ERROR,5,3,"&, F, G, X",0,,,"&, F, G, X",
10,A should occur exactly once,F(x1&G(X(!x1))),gemini-2.5-flash_few_shot,(F(x1) & G((x1 -> !(F(X(x1)))))),WRONG,5,3,"&, F, G, X",7,"F, G, X","F, G, X",&,
10,A should occur exactly once,F(x1&G(X(!x1))),gemini-2.5-flash_zero_shot,(F(x1) & G((x1 -> !(F(X(x1)))))),WRONG,5,3,"&, F, G, X",7,"F, G, X","F, G, X",&,
10,A should occur exactly once,F(x1&G(X(!x1))),gemini-2.5-flash_zero_shot_self_refine,(F(x1) & G((x1 -> X(G(!(x1)))))),WRONG,5,3,"&, F, G, X",7,"->, F, G, X","F, G, X",&,->
11,Every process that is enabled infinitely often gets its turn infinitely often,G(F(x1))->G(F(x2)),claude-3.5-sonnet_few_shot,G((G(F(x1)) -> G(F(x2)))),WRONG,12,4,"F, G",6,"F, G","F, G",,
11,Every process that is enabled infinitely often gets its turn infinitely often,G(F(x1))->G(F(x2)),claude-3.5-sonnet_zero_shot,G((F(G(x1)) -> F(G(x2)))),WRONG,12,4,"F, G",6,"F, G","F, G",,
11,Every process that is enabled infinitely often gets its turn infinitely often,G(F(x1))->G(F(x2)),claude-3.5-sonnet_zero_shot_self_refine,G((F(x1) -> F(x2))),WRONG,12,4,"F, G",4,"F, G","F, G",,
11,Every process that is enabled infinitely often gets its turn infinitely often,G(F(x1))->G(F(x2)),gemini-1.5-flash_few_shot,(G(F(x1)) -> G(F(x2))),WRONG,12,4,"F, G",5,"F, G","F, G",,
11,Every process that is enabled infinitely often gets its turn infinitely often,G(F(x1))->G(F(x2)),gemini-1.5-flash_zero_shot,(G(F(x1)) -> G(F(x2))),WRONG,12,4,"F, G",5,"F, G","F, G",,
11,Every process that is enabled infinitely often gets its turn infinitely often,G(F(x1))->G(F(x2)),gemini-1.5-flash_zero_shot_self_refine,(G(F(x1)) -> G(F(x2))),WRONG,12,4,"F, G",5,"F, G","F, G",,
11,Every process that is enabled infinitely often gets its turn infinitely often,G(F(x1))->G(F(x2)),gemini-1.5-pro_few_shot,Error: Could not extract formula from response,ERROR,12,4,"F, G",0,,,"F, G",
11,Every process that is enabled infinitely often gets its turn infinitely often,G(F(x1))->G(F(x2)),gemini-1.5-pro_zero_shot,Error: Could not extract formula from response,ERROR,12,4,"F, G",0,,,"F, G",
11,Every process that is enabled infinitely often gets its turn infinitely often,G(F(x1))->G(F(x2)),gemini-1.5-pro_zero_shot_self_refine,Error: Could not extract formula from response,ERROR,12,4,"F, G",0,,,"F, G",
11,Every process that is enabled infinitely often gets its turn infinitely often,G(F(x1))->G(F(x2)),gemini-2.5-flash_few_shot,(G(F(x1)) -> G(F(x2))),WRONG,12,4,"F, G",5,"F, G","F, G",,
11,Every process that is enabled infinitely often gets its turn infinitely often,G(F(x1))->G(F(x2)),gemini-2.5-flash_zero_shot,(G(F(x1)) -> G(F(x2))),WRONG,12,4,"F, G",5,"F, G","F, G",,
